title,company,rating,locations,min_exp,max_exp,min_ctc,max_ctc,skills,job_profile,job_profile_id,avg_ctc,avg_exp
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Supply Chain Management, Oracle, Java, Management, Coding, Transportation, Javascript, Oracle SCM, Agile, Spring, Troubleshooting, Technical Skills, Framework, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Specifications, Java, Coding, Agile, Technical Skills, Framework, Software Design, Agile Methodology, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Manual Testing, Software Testing, Software Engineering, Automation Testing, Java, Coding, Selenium, Communication Skills, Agile, Technical Skills, Agile Methodology, Testng, Software Solutions, Tosca Testsuite",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Oracle, Java, Coding, Javascript, HTML, Programming, Development, Languages, Agile, Technical Skills, Framework, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, Architecture, Cloud, Software Development, Agile, Software Project, Framework, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, DevOps, Microsoft Power BI, Cloud, Automation, Software Development, Continuous Integration, Deployment, Technical Skills, Framework, Microsoft Azure DevOps, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Data Science, AWS, Research, Architecture, Machine Learning, Design, Cloud, Software Development, GCP, Microsoft Azure, Mentoring, Communication Skills, System Design, System, Stakeholder Management",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Coding, API, Agile, Continuous Integration, Deployment, Integration, Protocols, Framework, API Management, Workflow, Software Solutions, Connectivity, Software Quality, Agile Software Development",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Coding, Communication Skills, Agile, Troubleshooting, Technical Skills, 3Dexperience, Framework, Agile Methodology, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, .NET, Coding, Javascript, HTML, CSS, API, Full Stack, Agile, API Integration, Fullstack Development",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,3,8,800000.0,880000.0,"Software Engineering, Oracle, Coding, Software Development, Resource Management, Agile, Troubleshooting, Primavera, Technical Skills, Primavera P6, Framework, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,5,800000.0,880000.0,"Power BI, Modeling, Management, Coding, SAP BW, Cds, Ariba, Documentation, Sac, Analytical, Agile, Data Modeling, S, BW, Azure Data Lake",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Java, AutoCAD, Coding, Design, Solid Works, CATIA, Teamcenter, Problem Solving, Agile, Technical Skills, Framework, ITK, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Gurugram,7,12,800000.0,880000.0,"Software Engineering, Coding, Software Development, Agile, Troubleshooting, Product Compliance, Debugging, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, CSS, Communication Skills, Agile, Technical Skills, 3Dexperience, Framework, jQuery, Agile Methodology, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Modeling, Coding, SAP BW, Agile, Data Warehousing, Data Modeling, Continuous Improvement, Framework, Workflow, Performance Tuning, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Event Management, Management, Coding, Servicenow, API, Communication Skills, Agile, Technical Skills, Framework, Agile Methodology, Software Solutions, Technical Design",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, Coding, SAP ABAP, SAP Mdg, SAP HANA, ABAP, Agile, Troubleshooting, Technical Skills, Framework, Odata, Software Solutions, WebDynPro, WebDynPro ABAP",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,800000.0,880000.0,"Software Engineering, Architecture, Coding, Data Architecture, Agile, System Design, Software Design, Design Patterns, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, SQL, Java, Coding, SAP ABAP, C++, Javascript, HTML, MySQL, CSS, Software Development, SAP HANA, C#, Agile, Technical Skills, Framework, jQuery, J2EE, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Coding, Automation, Network Security, Agile, Troubleshooting, Scripting, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Servicenow, Javascript, HTML, CSS, Software Development, API, Communication Skills, Agile, Technical Skills, Framework, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, .NET, SQL, Java, Coding, Javascript, HTML, Billing, SQL Server, ASP.NET, CSS, C#, Agile, Spring, Technical Skills, Protocols, Framework, jQuery, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, SFDC, Coding, Javascript, HTML, CSS, Apex, Agile, CPQ, Technical Skills, Framework, Agile Methodology, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,7,12,800000.0,880000.0,"Adobe, Software Engineering, Coding, Environment, Javascript, HTML, CSS, Digital Asset Management, Agile, Rest, Components, Agile Software Development",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"SAP, Software Engineering, Java, SAP SD, Customs, SAP EWM, WM, Trade Compliance, SAP Warehouse Management, Technical Skills, Regulations",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,5,10,800000.0,880000.0,"Software Engineering, .NET, Architecture, Coding, Microsoft Power BI, Cloud, Servicing, API, Agile, Troubleshooting, Middleware, Technical Skills, Framework, Azure Integration Services, SOA, API Management, Workflow, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Oracle, Coding, Environment, Cloud, Software Development, Oracle Fusion, HCM, Agile, Oracle HCM Cloud, Payroll Processing, Technical Skills, Framework, Agile Methodology, Configuration, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, CSS, Agile, MDM, Technical Skills, Framework, jQuery, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,4,9,800000.0,880000.0,"Software, Embedded Systems, Android, Development, Automotive, Bsp, Integration, Debugging, Linux Kernel, Infotainment, Compliance Testing, Customization",Software Engineer,3,840000.0,6.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, .NET, SQL, Java, Coding, Servicenow, Javascript, HTML, ASP.NET, CSS, API, C#, Communication Skills, Agile, Spring, Technical Skills, Framework, jQuery, Hibernate, J2EE, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Automation Testing, Java, Coding, Javascript, HTML, Programming, Selenium, CSS, SAP Ariba, Agile, Technical Skills, Framework, jQuery, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Safety, Javascript, HTML, Health, Programming, CSS, C#, Languages, Agile, Deployment, Technical Skills, Framework, jQuery, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"SAP, Software Engineering, Customer Service, Management, Coding, Design, Environment, Enterprise, Agile, Continuous Integration, Troubleshooting, SAP Success Factor, Debugging, Time Management, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, Architecture, Java, Coding, Backend, Javascript, HTML, CSS, SAP Fiori, Agile, Technical Skills, Framework, jQuery, Workflow, Interfaces, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, Agile, Spring, Troubleshooting, Middleware, Continuous Improvement, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions, Technical Design, IBM Sterling",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Engineering, Java, Coding, Javascript, MES, Manufacturing Engineering, Agile, Technical Skills, Framework, Debugging, System Integration, Software Design, Workflow, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"Software Engineering, SQL, Design, Java Fullstack, Javascript, HTML, CSS, Software Development, Full Stack, Rest, NoSQL, Fullstack Development, Front, Agile Methodology",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, ASP.NET, CSS, C#, Communication Skills, Agile, Spring, ECM, Technical Skills, Framework, jQuery, J2EE, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Coding, Relationship Management, Software Development, Agile, Customer Relationship, Microsoft Dynamics, Process, MS Dynamics CRM, Functional, Workflow, Customization, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"SAP, Software Engineering, Architecture, Coding, Software Development, API, Agile, Troubleshooting, Middleware, Microservices, Integration, Framework, API Management, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, Electronic Data Interchange, EDI, Programming, CSS, Languages, XML, Agile, Continuous Improvement, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"SAP, Software Engineering, Java, Coding, Agile, Technical Skills, Framework, Field Service, Workflow, Configuration, Software Solutions, Application Design, Software Configuration",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Automation Testing, Java, Coding, Javascript, Agile, Technical Skills, 3Dexperience, Framework, Agile Methodology, Customization, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Coimbatore,3,8,800000.0,880000.0,"Software Engineering, Management, Coding, Javascript, Risk Management, Programming, Communication Skills, Agile, Technical Skills, Framework, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Automation Testing, Java, Coding, Javascript, HTML, Selenium, CSS, Problem Solving, Agile, Coupa, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Agile, Continuous Integration, Troubleshooting, Deployment, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Event Management, Management, Coding, Servicenow, Automation, IT Operations Management, Agile, Technical Skills, Framework, Scripting, Workflow, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Driving, Customer Service, Digital, Automotive, Problem Solving, Bsp, Communication Skills, Debugging, Linux Kernel, CDD, Interpersonal Skills, Adaptability, Configuration, Customization, Cockpit",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,7,12,800000.0,880000.0,"Software Testing, Software Engineering, Coding, Programming, Software Development, Development, Languages, Agile, Microsoft Teams, Framework, Debugging, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Coding, Environment, Javascript, HTML, CSS, Software Development, AEM, Agile, Framework, Software Solutions, Components",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Coding, Backend, Javascript, Application, Software Development, API, Agile, Mobile Applications, TypeScript, Framework, Debugging, Rest, Redux, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Java, Project Management, Coding, Servicenow, Environment, Javascript, HTML, MySQL, CSS, JIRA, Enterprise, ITSM, Framework, Tools, PPM, jQuery, Agile Methodology, Waterfall, Software Solutions, IT Projects",Software Engineer,3,840000.0,9.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,810000.0,890000.0,"Data Engineering, Python, AWS, SQL, Tableau, Microsoft Power BI, ETL, Big Data, Spark, Data Architecture, Hadoop, Data Warehousing, Migration, Data Flow, Troubleshooting, Hive, Fabric, Data Quality, Workflow, Data Pipeline",Data Engineer,2153,850000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,7,12,800000.0,880000.0,"Software Engineering, Automation Testing, Java, Coding, Javascript, HTML, Selenium, CSS, Agile, Demand Planning, Technical Skills, Framework, jQuery, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Digital Marketing, Software Engineering, SQL, Architecture, Java, Management, Angular, Spring Boot, Application Development, Boot, Spring, Technical Skills, Web Services, Rest, Code Review",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"SAP, Software Engineering, Project Management, Coding, Environment, Javascript, Portfolio, Software Development, Portfolio Management, Enterprise, Agile, Technical Skills, Framework, Workflow, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Operations, Coding, Cloud, Automation, Software Development, Agile, Orchestration, Software Solutions, Software Quality",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, Problem Solving, Agile, Technical Skills, 3Dexperience, Framework, Workflow, Agile Methodology, Customization, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Architecture, Coding, Software Development, Data Processing, Kafka, Agile, Backup, Troubleshooting, Technical Skills, Framework, Apache, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,5,10,800000.0,880000.0,"Digital Marketing, Software Testing, Software Engineering, Architecture, Coding, Cloud, MySQL, Development, Postgresql, Boot, Agile, Spring, Microservices, Deployment, Debugging, Rest",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Testing, Software Engineering, Java, Coding, Javascript, HTML, CSS, Software Development, Communication Skills, Agile, Spring, Technical Skills, Framework, jQuery, Hibernate, J2EE, SPL, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Coding, Java Fullstack, Javascript, HTML, CSS, Full Stack, Agile, Rest, Fullstack Development, Front, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, SQL, Oracle, Coding, Design, Database Management, ETL, Software Development, Oracle Data Integrator, Agile, Data Warehousing, Data Conversion, Process, Data Integration, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Engineering, Java, Coding, MES, Manufacturing Engineering, Communication Skills, Agile, Technical Skills, Framework, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,5,10,800000.0,880000.0,"Software Engineering, Architecture, Java, Coding, Angular, HTML, CSS, Agile, Angularjs, Spring, Bootstrap, Technical Skills, Framework, jQuery, Workflow, Front, Responsive Design, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, MySQL, CSS, Problem Solving, Agile, Intelligence, Technical Skills, Framework, jQuery, Functional, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,7,12,800000.0,880000.0,"SAP, Software Engineering, Java, Coding, Javascript, HTML, Compliance, SAP GRC, Agile, Spring, Troubleshooting, Technical Skills, Framework, Hibernate, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Salesforce, Software Development, Apex, UI, Agile, Angularjs, Bootstrap, Ajax, Salesforce Lightning, Service Cloud, Customization, Software Solutions, Components",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Coimbatore,3,8,800000.0,880000.0,"Software Engineering, Architecture, Java, Coding, HTML, CSS, Agile, Bootstrap, Technical Skills, Framework, jQuery, Workflow, Front, Responsive Design, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Coding, Javascript, HTML, CSS, Software Development, API, Agile, Technical Skills, Framework, Debugging, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, .NET, Java, Coding, Environment, Javascript, HTML, Compliance, CSS, C#, SAP GRC, Agile, Troubleshooting, Software Project, Technical Skills, Framework, jQuery, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Adobe, Software Engineering, Customer Service, Software, Java, Coding, Javascript, HTML, Software Development, Agile, Spring, Troubleshooting, Technical Skills, Framework, Agile Methodology, Software Solutions, Components",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, Programming, CSS, Software Development, Languages, Agile, Troubleshooting, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Coding, Performance Testing, Automation, Agile, JMeter, Framework, Apache, Scripting, Workflow, Agile Methodology, Load Testing, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Incident Management, ITIL, Agile, Problem Management, Technical Skills, Framework, Workflow, Configuration, Customization, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, SQL, Coding, Microsoft Power BI, Cloud, Microsoft Azure, Agile, Troubleshooting, Technical Skills, Framework, Storage, Data Services, Software Design, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Environment, Cloud, SAP Analytics Cloud, Application Development, Planning, Deployment, Data Integration, Configuration, Customization, Software Solutions, Application Design",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"Software Testing, Software Engineering, Oracle, Automation Testing, Coding, Programming, Languages, Oracle Financials, Agile, Continuous Improvement, Technical Skills, Framework, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,7,12,800000.0,880000.0,"Software Engineering, Coding, Design, Software Development, Agile, Ab Initio, Framework, Data Integration, Workflow, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,5,10,800000.0,880000.0,"Adobe, Software Testing, Software Engineering, Customer Service, SQL, Java, Coding, Development, Agile, Troubleshooting, Technical Skills, Framework, Workflow, Software Solutions, Software Quality, Microsoft Windows",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Testing, Software Engineering, Coding, Environment, Javascript, HTML, CSS, AEM, Agile, Technical Skills, Framework, Rest, Software Solutions, Components, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Coding, SAP BusinessObjects, Programming, Spring Boot, Software Development, API, Boot, Agile, Spring, Framework, Rest, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Indore,7,12,800000.0,880000.0,"Software Engineering, Access Points, Coding, Customer Care, Software Development, Agile, Software Design, Agile Methodology, Technical Architecture, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,3,8,800000.0,880000.0,"Software Engineering, Access Points, Architecture, Management, Coding, Agile, Troubleshooting, Agile Methodology, Performance Tuning, Technical Architecture, Software Solutions, Technical Design",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Adobe, Software Engineering, Java, Coding, Pipeline, Communication Skills, Agile, Continuous Improvement, Deployment, Technical Skills, Framework, Workflow, Software Solutions, Agile Software Development",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Management, Web Development, Java Fullstack, Javascript, HTML, SAP BusinessObjects, Programming, ASP.NET, CSS, Full Stack",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, Software Development, Agile, Demand Planning, Troubleshooting, Technical Skills, Framework, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"Software Engineering, Warehouse, Architecture, Coding, Snowflake, Data, Automation, Agile, Data Warehousing, Data Modeling, Framework, Scripting, Database Design, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Coimbatore,3,8,800000.0,880000.0,"Software Engineering, SQL, Coding, Microsoft Power BI, SQL Server, ETL, SSIS, Server, Agile, Data Warehousing, Integration, Framework, Code Review, Database Design, Software Solutions, Process Transformation",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,5,800000.0,880000.0,"Atlassian, Software Testing, SQL, Boiler Operations, Warehouse Management, iSERIES, API, DBMS, Communication Skills, Analytical, Query, Tools, RPG, CL, RPGLE, Web Services, Warehouse Management System, Basel III",Software Engineer,3,840000.0,3.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,3,8,800000.0,880000.0,"Software Engineering, Oracle, Coding, KYC, Anti Money Laundering, AML, Problem Solving, Agile, Fcc, Technical Skills, Framework, CDD, Closing, Agile Methodology, Consolidation, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, Programming, Languages, Communication Skills, Enterprise, Agile, Technical Skills, Framework, Debugging, Software Design, Supply Planning, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
